Rendimento medio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ;jan-fev-mar 2012;fev-mar-abr 2012;mar-abr-mai 2012;abr-mai-jun 2012;mai-jun-jul 2012;jun-jul-ago 2012;jul-ago-set 2012;ago-set-out 2012;set-out-nov 2012;out-nov-dez 2012;nov-dez-jan 2013;dez-jan-fev 2013;jan-fev-mar 2013;fev-mar-abr 2013;mar-abr-mai 2013;abr-mai-jun 2013;mai-jun-jul 2013;jun-jul-ago 2013;jul-ago-set 2013;ago-set-out 2013;set-out-nov 2013;out-nov-dez 2013;nov-dez-jan 2014;dez-jan-fev 2014;jan-fev-mar 2014;fev-mar-abr 2014;mar-abr-mai 2014;abr-mai-jun 2014;mai-jun-jul 2014;jun-jul-ago 2014;jul-ago-set 2014;ago-set-out 2014;set-out-nov 2014;out-nov-dez 2014;nov-dez-jan 2015;dez-jan-fev 2015;jan-fev-mar 2015;fev-mar-abr 2015;mar-abr-mai 2015;abr-mai-jun 2015;mai-jun-jul 2015;jun-jul-ago 2015;jul-ago-set 2015;ago-set-out 2015;set-out-nov 2015;out-nov-dez 2015;nov-dez-jan 2016;dez-jan-fev 2016;jan-fev-mar 2016;fev-mar-abr 2016;mar-abr-mai 2016;abr-mai-jun 2016;mai-jun-jul 2016;jun-jul-ago 2016;jul-ago-set 2016;ago-set-out 2016;set-out-nov 2016;out-nov-dez 2016;nov-dez-jan 2017;dez-jan-fev 2017;jan-fev-mar 2017;fev-mar-abr 2017;mar-abr-mai 2017;abr-mai-jun 2017;mai-jun-jul 2017;jun-jul-ago 2017;jul-ago-set 2017;ago-set-out 2017;set-out-nov 2017;out-nov-dez 2017;nov-dez-jan 2018;dez-jan-fev 2018;jan-fev-mar 2018;fev-mar-abr 2018;mar-abr-mai 2018;abr-mai-jun 2018;mai-jun-jul 2018;jun-jul-ago 2018;jul-ago-set 2018;ago-set-out 2018;set-out-nov 2018;out-nov-dez 2018;nov-dez-jan 2019;dez-jan-fev 2019;jan-fev-mar 2019;fev-mar-abr 2019;mar-abr-mai 2019;abr-mai-jun 2019;mai-jun-jul 2019;jun-jul-ago 2019;jul-ago-set 2019;ago-set-out 2019;set-out-nov 2019;out-nov-dez 2019;nov-dez-jan 2020;dez-jan-fev 2020;jan-fev-mar 2020;fev-mar-abr 2020;mar-abr-mai 2020
Brasil;2220;2231;2224;2228;2240;2247;2243;2241;2239;2235;2244;2260;2272;2278;2281;2301;2316;2331;2331;2337;2329;2311;2309;2331;2356;2355;2353;2342;2338;2353;2360;2369;2355;2356;2362;2357;2357;2351;2340;2345;2328;2317;2315;2305;2288;2278;2284;2269;2287;2269;2278;2253;2256;2276;2272;2277;2280;2292;2300;2306;2319;2309;2306;2298;2298;2295;2307;2314;2323;2322;2331;2341;2341;2350;2350;2348;2340;2350;2341;2342;2345;2358;2373;2381;2373;2361;2344;2343;2336;2346;2344;2362;2372;2367;2373;2374;2393;2420;2460
